query,query_type,label,cluster,pred
how do i wash my baseball hat,DESCRIPTION,0,17,0
what is causing my knee pain quiz,DESCRIPTION,0,17,0
a river delta definition,DESCRIPTION,0,17,0
what is mast cell cancer i,DESCRIPTION,0,17,0
what is the vegetarian alternative for milk for toddlers,ENTITY,2,-1,2
why is the cell considered the basic unit of life,DESCRIPTION,0,17,0
what is asymmetric information and politicians,DESCRIPTION,0,17,0
chemistry definition of decant,DESCRIPTION,0,17,0
was it important for the us to stop the spread of communism,DESCRIPTION,0,-1,0
long knee sleeve,DESCRIPTION,0,-1,0
was the eu was created to secure the independence of all european countries.,DESCRIPTION,0,-1,0
what is urban regeneration?,DESCRIPTION,0,17,0
chemical formula of monomer of pva,NUMERIC,1,-1,1
is oxyfluorfen safe on cotton,DESCRIPTION,0,17,0
what is considered workplace retaliation,DESCRIPTION,0,-1,0
where does the show the big valley take place,LOCATION,3,0,3
highest point in western ohio,LOCATION,3,-1,3
golden pheasant incubation temperature,NUMERIC,1,6,1
average price of a case of beer,NUMERIC,1,6,1
where did picts live scotland,LOCATION,3,0,3
what do the colors on the ghana flag mean,DESCRIPTION,0,-1,0
largest japanese island,LOCATION,3,-1,3
how much do eddie stobart pay,NUMERIC,1,6,1
what is strobe cream by mac used for,DESCRIPTION,0,17,0
weather in galesburg,DESCRIPTION,0,5,0
amari name meaning,DESCRIPTION,0,17,0
youth ministry curriculum can i ask that,DESCRIPTION,0,-1,0
qualified investor definition,DESCRIPTION,0,17,0
does crazy eyes have a mental illness,DESCRIPTION,0,17,0
agawa canyon train what you can take,ENTITY,2,-1,1
average salary for gis,NUMERIC,1,6,1
how big was goliath,NUMERIC,1,6,1
how to water tight cable at foundation,DESCRIPTION,0,17,0
what escapes the sanitary drainage system through the vent stack?,DESCRIPTION,0,-1,0
what is psychodynamic treatment,DESCRIPTION,0,17,0
what time does toronto stock exchange open,NUMERIC,1,6,1
wiring diagram for light switch with dimmer,DESCRIPTION,0,-1,0
when does my ebt card expire,DESCRIPTION,0,6,1
how far is plano from dallas,NUMERIC,1,6,1
what foods do you eat on hcg diet?,ENTITY,2,-1,2
dart rate explanation,DESCRIPTION,0,17,0
what is a flexi curve,DESCRIPTION,0,17,0
what is the surface area of this rectangular pyramid?,NUMERIC,1,6,1
where is elbert county co,LOCATION,3,0,3
who was the president of the confederacy?,PERSON,4,3,4
define permission,DESCRIPTION,0,17,0
what is salary at hedge fund,NUMERIC,1,6,1
what is the average cost of a new air conditioner,NUMERIC,1,6,1
what is the intertropical convergence zone?,DESCRIPTION,0,-1,0
australian nursing journal why women are paid less than men,DESCRIPTION,0,-1,0
where is the tibia and femur,LOCATION,3,0,3
when was the mexican independence,NUMERIC,1,6,1
how did vatican ii modernize the church,DESCRIPTION,0,17,0
pregnancy gp meaning,DESCRIPTION,0,17,0
statistics on how often a flight gets cancelled,NUMERIC,1,-1,1
how did the communist takeover of china and the soviet explosion of an atomic bomb affect the united states?,DESCRIPTION,0,17,0
what is the name given to conduct that unjustifiably and inexcusably inflicts or threatens substantial harm to individual or public interests?,DESCRIPTION,0,-1,0
what when is donald trump's birthday?,NUMERIC,1,6,1
can prozac cause hearing loss,DESCRIPTION,0,17,0
how to fix controls on a sansa,DESCRIPTION,0,17,0
what is sinologist,DESCRIPTION,0,17,0
what causes pain in both hips while walking,DESCRIPTION,0,17,0
is virus multicellular or unicellular,DESCRIPTION,0,17,0
cardiac regulatory mechanisms definition,DESCRIPTION,0,17,0
when was the chicken pox vaccination. introduced,NUMERIC,1,6,1
is irs considered a vendor,DESCRIPTION,0,17,0
what does otoacoustic emissions measure,DESCRIPTION,0,17,0
who played elizabeth on old yeller,PERSON,4,3,4
define sedation moist heat pack,DESCRIPTION,0,17,0
what place uses mayo instead of ketchup,ENTITY,2,0,3
where is hidden valley in ohio,LOCATION,3,0,3
where is columbia tennessee,LOCATION,3,0,3
how long is the term for a judicial court judge in california,NUMERIC,1,6,1
weather in ireland in september october,DESCRIPTION,0,5,0
what is sra not owned,DESCRIPTION,0,17,0
stopping cluster bowel movements,DESCRIPTION,0,-1,0
what is the capital city of south korea,LOCATION,3,0,3
what is group structure in social work,DESCRIPTION,0,17,0
what is javascript:void,DESCRIPTION,0,17,0
what kind of wall do you need to go around a bathtub,ENTITY,2,-1,0
who wrote the song chariots of fire,PERSON,4,3,4
how long do you miss work for appendix surgery,NUMERIC,1,6,1
when will the star wars hotel open,NUMERIC,1,6,1
6ft to meter,DESCRIPTION,0,-1,1
how to fertilize or feed the lawn in spring,DESCRIPTION,0,17,0
accc debt,NUMERIC,1,-1,1
when was taco bell established,NUMERIC,1,6,1
what is an hdmi cable used for,DESCRIPTION,0,17,0
when did movie desperado come out?,NUMERIC,1,6,1
how soon can i take gmat after,NUMERIC,1,6,1
how cold should fridge be,NUMERIC,1,6,1
kidney specialists of kankakee,ENTITY,2,-1,4
nongonococcal urethritis definition,DESCRIPTION,0,17,0
florida building code construction types,DESCRIPTION,0,-1,1
what color has the most energy,ENTITY,2,-1,2
what does an esophageal flap do,DESCRIPTION,0,17,0
what is meant of cadweld mold,DESCRIPTION,0,17,0
how old is kay ivey,NUMERIC,1,6,1
what wine is good with calamari,ENTITY,2,-1,2
how long can a credit union branch be closed at a time,NUMERIC,1,6,1
when was a banking system set up in us,NUMERIC,1,6,1
what is the tie called on a tuxedo?,DESCRIPTION,0,-1,0
did socrates begin western philosophy,DESCRIPTION,0,-1,0
what element is sagittarius,ENTITY,2,-1,0
what was the last prop driven airliner made,ENTITY,2,-1,2
does hexanes degrade,DESCRIPTION,0,17,0
what does doj civil fraud division,DESCRIPTION,0,17,0
how to change font in sticky notes windows 10,DESCRIPTION,0,17,0
what empires had slaves besides ancient rome,PERSON,4,-1,2
what is branch block injection,DESCRIPTION,0,17,0
where is cologne,LOCATION,3,0,3
cost of indoor soccer field,NUMERIC,1,6,1
what is engine pinging on acceleration,DESCRIPTION,0,17,0
what kind of german do they speak in switzerland,ENTITY,2,-1,2
what county is ephrata,LOCATION,3,0,3
what is ilium hip bone pain,DESCRIPTION,0,17,0
which nature made probiotic is good for diarrhea,DESCRIPTION,0,-1,2
what is the av?,DESCRIPTION,0,17,0
is the great gray owl endangered,DESCRIPTION,0,-1,0
what is welding flux,DESCRIPTION,0,17,0
what is the average salary of a tennessee truck driver,NUMERIC,1,6,1
how are babies tested for HIV,DESCRIPTION,0,17,0
what is ctsos,DESCRIPTION,0,17,0
what is the flower part that elevates the stigma?,ENTITY,2,-1,2
how much does it cost to neuter and declaw a cat,NUMERIC,1,6,1
how long for piercing to heal,NUMERIC,1,6,1
what kind of vegetable spirulina,ENTITY,2,-1,2
what ducts carry secretions from the liver and pancreas into the duodenum?,ENTITY,2,-1,2
how did the earth first form,DESCRIPTION,0,17,0
what is sensipar used for,DESCRIPTION,0,17,0
how old will puppies be when the mother starts weaning,NUMERIC,1,6,1
what is diy integration,DESCRIPTION,0,17,0
what does it cost to have someone cremated,NUMERIC,1,6,1
Ms Krup cracks me up wild yak attack chapter,ENTITY,2,-1,0
best way to build dog's immune system,DESCRIPTION,0,-1,0
does the year 1888 mean anything,DESCRIPTION,0,-1,0
is wung a word,DESCRIPTION,0,17,0
what is conduct problem for sychology,DESCRIPTION,0,17,0
can you use myself on a resume,DESCRIPTION,0,17,0
can a variable declared as an interface type reference static methods,DESCRIPTION,0,17,0
"which of the following civilizations had their beginning in the area known as the cradle of civilization, or mesopotamia?",DESCRIPTION,0,-1,0
what county is sunland ca,LOCATION,3,0,3
what can i recycle gold from?,DESCRIPTION,0,-1,0
how tall is luhan,NUMERIC,1,6,1
is sore throat a symptom of hiv,ENTITY,2,17,0
where is padre island,LOCATION,3,0,3
what was the enigma machine,DESCRIPTION,0,17,0
what bank is global cash card through,PERSON,4,-1,4
what hormone changes do to skin,ENTITY,2,-1,0
how many sizes is there on the french horn,NUMERIC,1,6,1
dmv chatham va phone number,NUMERIC,1,6,1
rsi medical definition,DESCRIPTION,0,17,0
who is the short talk show host mark levin doesn't like,PERSON,4,3,4
cruise cancelled due to weather,DESCRIPTION,0,-1,0
how much coolant geo metro,NUMERIC,1,6,1
what year did the ottoman empire reach its peak,NUMERIC,1,6,1
where gangsters are buried,LOCATION,3,0,3
what season did yasuo come out,NUMERIC,1,-1,1
is popcorn considered inflammatory food,DESCRIPTION,0,17,0
prophase what structure breaks down,DESCRIPTION,0,-1,0
why san jose mission was founded,DESCRIPTION,0,-1,0
what is the capital of holland,LOCATION,3,0,3
how much for dry clean the clothing,NUMERIC,1,6,1
msac flowrider cost,NUMERIC,1,6,1
normal range of lumbar flexion ama guidelines 5th,NUMERIC,1,6,1
definition of acronym,DESCRIPTION,0,17,0
unfathomed synonym,DESCRIPTION,0,-1,0
what is the meaning of my name emily,DESCRIPTION,0,17,0
cost for window replacement,NUMERIC,1,6,1
can you make hydrogen ice,DESCRIPTION,0,17,0
why are documents important,DESCRIPTION,0,17,0
trans fat  food definition,DESCRIPTION,0,17,0
what is methylation therapy,DESCRIPTION,0,17,0
which regulation covers privacy,DESCRIPTION,0,-1,0
new salary laws 2016,NUMERIC,1,-1,0
what is the humidity in jenkins right now,DESCRIPTION,0,-1,0
who was marco polo quiz,PERSON,4,3,4
where is sacrum and coccyx located,LOCATION,3,0,3
what is cellular respiration catalyzed by,DESCRIPTION,0,17,0
what does spread payment principal mean,DESCRIPTION,0,17,0
where was thrace in the ancient world,LOCATION,3,0,3
what is the ideal fat mass %,NUMERIC,1,-1,1
estimated cost of a home sprinkler system,NUMERIC,1,6,1
how much is the administration cost of welfare,NUMERIC,1,6,1
logic philosophy definition,DESCRIPTION,0,17,0
what does delegated or enumerated powers mean,DESCRIPTION,0,17,0
when was the hubble telescope invented,NUMERIC,1,6,1
define: decimate,DESCRIPTION,0,17,0
how much does a club sport membership cost,NUMERIC,1,6,1
dry bushes can we throw in trash or recycle,DESCRIPTION,0,-1,0
is the savings account routing number the same as a checking account number,NUMERIC,1,-1,1
what is cartia xt,DESCRIPTION,0,17,0
what is baylor university tuition,NUMERIC,1,-1,1
how to get funding in south africa for a project,DESCRIPTION,0,17,0
columbus state theatre schedule,LOCATION,3,-1,1
palmiere meaning,DESCRIPTION,0,17,0
stock price for afl,NUMERIC,1,6,1
cost to replace mini cooper clutch,NUMERIC,1,6,1
what is integrated marketing communication,DESCRIPTION,0,17,0
excel how to turn a negative number into positive,DESCRIPTION,0,17,0
what county is ainsworth iowa in,LOCATION,3,0,3
what are the three types of plate boundaries,DESCRIPTION,0,17,0
c# is time plus or minus,DESCRIPTION,0,-1,0
cost of laser cataract surgery with medicare,NUMERIC,1,6,1
do pregnant women throw up blood?,DESCRIPTION,0,17,0
how many billionaires in world?,NUMERIC,1,6,1
define headphones,DESCRIPTION,0,17,0
how much does an acupuncturist earn in australia,NUMERIC,1,6,1
add a letter to a number in excel,DESCRIPTION,0,-1,0
does gyproc aquachek need tanking in a shower area,DESCRIPTION,0,17,0
basic needs definition,DESCRIPTION,0,17,0
how far is a rod measurement,NUMERIC,1,6,1
+explain why cells dont just grow larger as organisms grow larger,DESCRIPTION,0,-1,0
at what age does the wisdom tooth come out,NUMERIC,1,6,1
bras after breast reconstruction surgery,DESCRIPTION,0,-1,0
buy bogota did number,NUMERIC,1,-1,1
if you have a drug felony can u be a dental assistant,DESCRIPTION,0,-1,0
what is sql stored procedures,DESCRIPTION,0,17,0
qualify for head of household tax filing 2014 ca,NUMERIC,1,-1,1
what type of therapy works best with antisocial personality,DESCRIPTION,0,-1,0
is earthing necessary for static electricity,DESCRIPTION,0,17,0
which type or types of earthquake waves move only near the surface of the earth?,ENTITY,2,-1,2
time of day to catch moles,NUMERIC,1,-1,1
how to draw a boil out,DESCRIPTION,0,17,0
what is s capitis p,DESCRIPTION,0,17,0
what is skype verified,DESCRIPTION,0,17,0
what is screenplay ext,DESCRIPTION,0,17,0
what is the sclera of the eye,DESCRIPTION,0,17,0
does a monopolist sell at a higher price?,DESCRIPTION,0,-1,0
what breed of dog used for experiments most often,ENTITY,2,-1,2
what are nursing professional affiliations,DESCRIPTION,0,-1,0
partial stomach removal,DESCRIPTION,0,-1,0
what is vcug used for,DESCRIPTION,0,17,0
why do ie web poages lock up,DESCRIPTION,0,17,0
what is meghan markle's ethnicity,DESCRIPTION,0,-1,0
how to build a swimming pool,DESCRIPTION,0,17,0
what kind of energy does a power outlet have,DESCRIPTION,0,-1,0
can you receive state pension while working,DESCRIPTION,0,17,0
what is fada,DESCRIPTION,0,17,0
what causes a foot cramp?,DESCRIPTION,0,17,0
what is a legal holiday,DESCRIPTION,0,17,0
"distance between mojave, ca and los angeles, ca",NUMERIC,1,6,1
what is causing leg cramps and burning in leg when sleeping,DESCRIPTION,0,17,0
brittany spears real name,PERSON,4,-1,4
describe the origin of stratospheric ozone,DESCRIPTION,0,-1,0
who played the character ultron?,PERSON,4,3,4
how do i change the colour of a cell in word 2007,DESCRIPTION,0,17,0
binary fission definition biology,DESCRIPTION,0,17,0
transgenic organisms what are they,DESCRIPTION,0,-1,0
how long can the norovirus live on surfaces,NUMERIC,1,6,1
define manure,DESCRIPTION,0,17,0
how long should a wedding video be,NUMERIC,1,6,1
who was jules piccard and did he fly balloon?,PERSON,4,3,4
what does it means when a person has elevated platelets,DESCRIPTION,0,17,0
define a proprietary language,DESCRIPTION,0,17,0
which suffix means a surgical creation or artificial opening,DESCRIPTION,0,-1,0
what does tap mean in computer,DESCRIPTION,0,17,0
explain how condensation works,DESCRIPTION,0,17,0
opening song to twilight,ENTITY,2,-1,4
what causes menstruation to begin,DESCRIPTION,0,17,0
where can i find updates to uk buoy positions,LOCATION,3,0,3
what is the appropriate lean mass rate,NUMERIC,1,6,1
can i rollover my ira into a 401k,DESCRIPTION,0,17,0
who made the first telescope,PERSON,4,3,4
burmese cat average height,NUMERIC,1,6,1
what kind of fiber is in chia seeds,ENTITY,2,17,2
define financial support,DESCRIPTION,0,17,0
what to stuff squid with,ENTITY,2,-1,0
time zones arkansas,DESCRIPTION,0,-1,1
what temperature is warm in an oven,NUMERIC,1,6,1
how many senators does nh have,NUMERIC,1,6,1
how much it will cost for mild surgery in the heart,NUMERIC,1,6,1
who was the lead singers name of jethro tull?,PERSON,4,3,4
does stopitch cream contain cortisone,DESCRIPTION,0,17,0
meaning of forgery,DESCRIPTION,0,17,0
average length of time for a c section with no complications,NUMERIC,1,6,1
what light do tropical fish need,ENTITY,2,-1,2
who signs bills into laws,PERSON,4,3,4
can coffee cause dehydration,DESCRIPTION,0,17,0
which hormones are affected by hypopituitarism,ENTITY,2,-1,0
what is the difference between a stroke and heart attack,DESCRIPTION,0,17,0
largest rattlesnake records,ENTITY,2,-1,2
types of hepatitis viruses,ENTITY,2,-1,2
what insurance company was citadel,PERSON,4,-1,4
do men like fish smell,DESCRIPTION,0,-1,0
who invented gummy candy,PERSON,4,3,4
when was dr. pepper invented,NUMERIC,1,6,1
how many calories does a sedentary women burn a day,NUMERIC,1,6,1
how much is john king worth,NUMERIC,1,6,1
how do you reconcile accounts,DESCRIPTION,0,17,0
how do you convert gpm into gallons per acre,DESCRIPTION,0,17,0
how to round up decimals in java,DESCRIPTION,0,17,0
average price per linear foot for iron fenceing,NUMERIC,1,6,1
where is risotto from originally,LOCATION,3,0,3
what is splicing cable,DESCRIPTION,0,17,0
average rent in bethlehem pa,NUMERIC,1,6,1
what is kamboji ragam,DESCRIPTION,0,17,0
what does rolling contract mean,DESCRIPTION,0,17,0
characteristics of inhalant use are ______,DESCRIPTION,0,-1,0
does revit need a dedicated graphics card,DESCRIPTION,0,17,0
how to do a clambake at home,DESCRIPTION,0,17,0
melatonin side effects on prostate,DESCRIPTION,0,11,2
tracfone alcatel how to delete texts,DESCRIPTION,0,17,0
what causes extreme dry mouth at night,DESCRIPTION,0,17,0
how late is target open?,NUMERIC,1,6,1
what are popular japanese trees in the united states,ENTITY,2,-1,2
is bambi a boy or girl,DESCRIPTION,0,-1,0
where was baldassare castiglione when he wrote the book of the courtier,LOCATION,3,0,3
what county is acoma pueblo in nm,LOCATION,3,0,3
movement terms in botany,DESCRIPTION,0,17,0
what is a raci?,DESCRIPTION,0,17,0
dod contract a material disclosure of missed costs,NUMERIC,1,-1,1
which prison was lil boosie in,LOCATION,3,0,3
